order_id,customer_id,order_status,order_purchase_timestamp,order_delivered_customer_date,order_estimated_delivery_date
3d7e8f32f5b59e005ccfc1076b4040b5,2d5fffafdb7a4df6df450ab48689a7b0,delivered,2016-10-08 22:34:11,2016-10-15 05:02:06,2016-12-12 00:00:00
b19169c7cb8391fb8561e094d61c531a,620732fed5579e0bdfdddee02aad4c54,delivered,2016-10-10 15:49:59,2016-10-28 14:43:41,2016-12-02 00:00:00
dd359d3c294458c6d642b2eea9212bf5,ea52ee6d81654c6e71ccb379095539d0,invoiced,2016-10-04 13:02:10,NaN,2016-11-24 00:00:00
06d7e8a85f5cfef576c5303ed7d7f2e5,05ce0877a2e5b2962c27bb5ebe62caad,delivered,2016-10-07 12:06:30,2016-10-19 18:51:24,2016-12-01 00:00:00
8d47519f5c9c42540b37bd3db0492878,1dca431885dd72251e23f8bfe57326a8,delivered,2016-10-04 21:32:35,2016-11-07 15:11:47,2016-11-30 00:00:00
dd11631d8b02780b78bd97ec44a1ca8c,a05daaa7b79d7053da895ee3b342cf2d,delivered,2016-10-04 23:08:08,2016-11-04 12:45:51,2016-11-28 00:00:00
509a52223ecac6d67fb765b3b37c6974,1fc77bb785f297743a18fac02b30de62,delivered,2016-10-06 18:11:11,2016-10-26 12:21:06,2016-12-08 00:00:00
f3f12fc90564a9b036680a887cd64668,2adbfd185ec2db71abb59a54b08c91ad,delivered,2016-10-04 13:15:52,2016-11-01 18:07:25,2016-11-24 00:00:00
262118ce178bb3e4590a3adcf6d62e6b,2a69da30b726b7f3db7f1059af5d4304,delivered,2016-10-06 14:59:56,2016-11-17 16:23:46,2016-11-30 00:00:00
dabf2b0e35b423f94618bf965fcb7514,5cdec0bb8cbdf53ffc8fdc212cd247c6,canceled,2016-10-09 00:56:52,2016-10-16 14:36:59,2016-11-30 00:00:00
7e2dddf174cc4d2768bf39c43ab2bd7a,39256804b05cde32ac8f5ed003645f6b,delivered,2016-10-09 15:10:41,2016-11-10 09:27:42,2016-12-02 00:00:00
91c96626f9e13b1b71a1f3e7ed52dd7a,1dad9e4bede5567523c2b61690408173,delivered,2016-10-08 21:04:27,2016-10-26 14:33:48,2016-12-14 00:00:00
4421f094ff828b78aba6d18db005821d,ef81b90301795cbf03ef944ee16ed438,delivered,2016-10-10 10:22:55,2016-11-01 10:28:49,2016-12-08 00:00:00
76458889992169d3135b264dc13aec67,b7770073b02ed1d626a027ce86a4ff82,delivered,2016-10-07 10:05:16,2016-10-20 18:03:17,2016-11-29 00:00:00
1c4deb98d216d2fda120204a5fcfb57d,1cca1abf9fe910ae8f0ad2e332a3098e,delivered,2016-10-04 23:26:51,2016-10-31 21:49:01,2016-11-30 00:00:00
d3f7c0e804b501782903f7af749eb797,303f96887b473d72e34c2d0e492fa43b,delivered,2016-10-10 13:57:41,2016-10-17 15:42:00,2016-12-02 00:00:00
123e27a1a4d0b2481d8618ac3dff7d4e,2661ec0f4f32504deec828788a845b93,canceled,2016-10-08 12:44:32,NaN,2016-11-18 00:00:00
5f4c8250b9e6ee47971e0b19da4aa0f2,14a2912b7f370c345cebcda474774f55,delivered,2016-10-08 10:31:00,2016-11-18 16:05:46,2016-12-06 00:00:00
25f680bf746bec3df11d48318ff015de,0e02bdf960198a4a18cde1eb87c230b3,delivered,2016-10-09 22:42:35,2016-11-01 18:04:41,2016-12-02 00:00:00
de8f4a82099fe4fa6bcb8952ca51420f,13db9c37d449305364a897e44f479406,delivered,2016-10-10 16:00:30,2016-10-17 17:43:19,2016-12-14 00:00:00
42c5091238dc63339c79f5f35f8a5a6b,2e50f32ef890bff070fc82627c078120,invoiced,2016-10-10 09:57:05,NaN,2016-12-02 00:00:00
64f5569ef96004a1e1137bdf28fd4c45,59cd85e2ee958a5bec765f2f07861395,delivered,2016-10-05 21:10:56,2016-10-31 13:27:40,2016-11-29 00:00:00
deb08269080b64b8e69bcd06b808889a,2605d144097120a05a112c61bd1c4397,delivered,2016-10-08 15:47:56,2016-10-15 01:01:29,2016-11-30 00:00:00
4eca6c2d172953276c75dd0e1bedce25,2e6917b2bc0ad0cbff4525e986bf2ed9,delivered,2016-10-06 16:13:30,2016-10-13 16:51:46,2016-11-28 00:00:00
6b5e619dedba6d4297fb10dd5886912f,9ff88efe6c5c047c8894c5e6c2cd206f,delivered,2016-10-08 17:43:25,2016-10-20 22:09:06,2016-11-30 00:00:00
dbbbc904081f8e928028432e2e3d7686,1d34ed25963d5aae4cf3d7f3a4cda173,canceled,2016-10-06 13:24:15,NaN,2016-12-14 00:00:00
8213bc96304fc0881189c4525f3002f7,109bcee36cb1e7470c1c23f6e0199996,delivered,2016-10-10 07:53:34,2016-10-17 12:03:38,2016-12-02 00:00:00
0c22166d9f7e5761e397affa5af438c7,03dffa43f4eb19d5bb46183e6be9c03f,delivered,2016-10-09 22:31:44,2016-10-31 15:32:04,2016-12-14 00:00:00
e2ea01f68f92f0c55b08ca739af834b6,258c52543b8045fe23644c47a645c9fb,delivered,2016-10-08 10:55:44,2016-10-27 10:58:35,2017-01-11 00:00:00
62246c16a32a0866943f17d7b42db940,a55ff18e4390604bedf99daa85a288cc,delivered,2016-10-06 00:06:17,2016-10-31 09:45:54,2016-12-02 00:00:00
5f834cc4ee109c58dff88c60b8ba5ecf,1124aa987445b3d3f42412a375522a89,delivered,2016-10-10 11:22:36,2016-10-24 16:35:18,2016-12-06 00:00:00
b3aa45b7ba0f950a1b163a9f85f613de,077d43174992dd5e7fb9d336890ab289,delivered,2016-10-09 13:31:57,2016-10-19 19:05:42,2016-11-30 00:00:00
65d1e226dfaeb8cdc42f665422522d14,2327e8c7d289aab1d3508440c2111cc0,canceled,2016-10-03 21:01:41,2016-11-08 10:58:34,2016-11-25 00:00:00
1e8c2b738fde51956f03f1a59bc86003,34af4d04a7a8bf9f3165365b13b10878,delivered,2016-10-08 10:07:25,2016-11-04 14:32:04,2016-12-14 00:00:00
